date,city,delivery_cost,marketing_cost,refunds_cost
2024-05-24,Pune,396235.34,92116.06,41239.97
2024-05-24,Hyderabad,195730.68,255276.93,104114.78
2024-05-24,Chennai,311566.64,409022.69,80541.48
2024-05-24,Kolkata,277614.74,260275.57,132055.29
2024-05-25,Mumbai,237053.91,191878.88,70930.74
2024-05-25,Bangalore,323722.5,417564.54,22275.89
2024-05-25,Delhi,297512.95,199529.51,153984.63
2024-05-25,Pune,330231.95,115383.61,105101.8
2024-05-25,Hyderabad,613188.03,318444.3,67576.45
2024-05-25,Chennai,347384.51,88067.39,129473.85
2024-05-25,Kolkata,518231.42,85264.18,55677.94
2024-05-26,Mumbai,205522.62,401918.18,87836.32
2024-05-26,Bangalore,257036.6,126551.25,94523.11
2024-05-26,Delhi,578303.15,238136.09,130860.61
2024-05-26,Pune,440428.98,173304.51,27972.79
2024-05-26,Hyderabad,264814.38,221816.21,43399.26
2024-05-26,Chennai,156996.96,339574.23,30985.25
2024-05-26,Kolkata,157080.98,212923.05,111590.37
2024-05-27,Mumbai,274019.79,246412.24,70209.62
2024-05-27,Bangalore,402599.24,346533.37,34265.67
2024-05-27,Delhi,613259.93,280864.71,53697.95
2024-05-27,Pune,186585.85,139296.58,17582.7
2024-05-27,Hyderabad,421059.73,292725.36,16373.64
2024-05-27,Chennai,393844.13,256868.51,120457.27
2024-05-27,Kolkata,202092.33,116148.4,148968.53
2024-05-28,Mumbai,431037.16,353216.74,76003.39
2024-05-28,Bangalore,255880.14,406737.63,102049.38
2024-05-28,Delhi,143022.63,198672.45,106615.0
2024-05-28,Pune,629746.0,247063.74,56209.77
2024-05-28,Hyderabad,313242.6,84516.71,92995.02
2024-05-28,Chennai,264912.41,189441.2,15697.28
2024-05-28,Kolkata,186489.97,398618.29,53398.46
2024-05-29,Mumbai,329282.87,319991.81,146214.58
2024-05-29,Bangalore,168807.05,254176.81,143679.39
2024-05-29,Delhi,312717.75,374352.69,17989.3
2024-05-29,Pune,367753.83,170819.96,131199.99
2024-05-29,Hyderabad,403154.47,252366.93,156034.65
2024-05-29,Chennai,346798.31,130445.05,114316.45
2024-05-29,Kolkata,248463.99,356422.83,92473.64
2024-05-30,Mumbai,435210.45,239655.42,102891.53
2024-05-30,Bangalore,196896.06,349276.82,135574.8
2024-05-30,Delhi,414232.53,183365.09,64423.45
2024-05-30,Pune,609539.15,258609.99,76955.08
2024-05-30,Hyderabad,120086.9,166868.49,47921.55
2024-05-30,Chennai,512047.49,294529.99,83535.3
2024-05-30,Kolkata,246133.18,195684.7,71345.28
2024-05-31,Mumbai,267195.58,272741.39,111742.21
2024-05-31,Bangalore,123553.83,335798.36,132662.79
2024-05-31,Delhi,384940.82,229909.85,138900.49
2024-05-31,Pune,234988.88,155422.76,15417.7
2024-05-31,Hyderabad,516272.14,127937.59,52324.74
2024-05-31,Chennai,630142.53,211389.84,76382.09
2024-05-31,Kolkata,343526.29,309086.05,44309.52
2024-06-01,Mumbai,348133.62,292994.92,113358.55
2024-06-01,Bangalore,305167.96,117203.83,64592.71
2024-06-01,Delhi,573877.15,306481.03,111039.49
2024-06-01,Pune,423813.69,98112.82,112641.36
2024-06-01,Hyderabad,555343.63,163904.77,63298.33
2024-06-01,Chennai,468933.79,384227.32,148997.7
2024-06-01,Kolkata,323157.72,163931.07,22532.03
2024-06-02,Mumbai,222629.03,277609.01,112797.1
2024-06-02,Bangalore,625413.28,324478.78,145713.25
2024-06-02,Delhi,602463.34,180622.52,54810.55
2024-06-02,Pune,128554.36,277952.85,86961.93
2024-06-02,Hyderabad,485986.67,314203.76,32637.57
2024-06-02,Chennai,372219.3,355707.83,20677.25
2024-06-02,Kolkata,289821.66,419293.06,93376.18
2024-06-03,Mumbai,253505.66,380182.53,68724.65
2024-06-03,Bangalore,555662.65,304356.52,91772.72
2024-06-03,Delhi,603207.02,88730.6,62431.44
2024-06-03,Pune,603109.05,268875.61,67270.29
2024-06-03,Hyderabad,481228.86,390635.93,104143.21
2024-06-03,Chennai,424618.93,281117.32,42907.53
2024-06-03,Kolkata,304948.77,93040.45,120900.76
2024-06-04,Mumbai,139740.57,404577.8,150049.59
2024-06-04,Bangalore,467457.13,228270.56,53608.98
2024-06-04,Delhi,314980.81,263846.48,117841.03
2024-06-04,Pune,342103.86,100208.43,80396.17
2024-06-04,Hyderabad,306136.84,209230.45,91750.16
2024-06-04,Chennai,548476.19,115928.38,148673.29
2024-06-04,Kolkata,202289.13,206051.38,34942.62
2024-06-05,Mumbai,636291.15,379947.23,131557.32
2024-06-05,Bangalore,642461.2,417107.58,42158.64
2024-06-05,Delhi,388006.86,267284.4,62048.74
2024-06-05,Pune,180827.04,93070.34,142696.67
2024-06-05,Hyderabad,274518.39,142201.36,65827.63
2024-06-05,Chennai,213302.91,312949.08,55997.74
2024-06-05,Kolkata,461466.14,170351.98,38400.71
2024-06-06,Mumbai,351715.92,209133.68,124057.0
2024-06-06,Bangalore,419500.57,363429.26,48428.67
2024-06-06,Delhi,579208.74,234019.28,29059.57
2024-06-06,Pune,180989.46,237795.89,121462.84
2024-06-06,Hyderabad,259912.62,180943.82,107632.43
2024-06-06,Chennai,377382.87,356971.19,63218.29
2024-06-06,Kolkata,366436.4,293539.75,75857.12
2024-06-07,Mumbai,170884.53,244346.88,156384.29
2024-06-07,Bangalore,414355.14,344179.34,65468.73
2024-06-07,Delhi,415346.54,280433.5,68240.17
2024-06-07,Pune,325969.98,295629.84,149586.59
2024-06-07,Hyderabad,240165.73,291951.85,61913.32
2024-06-07,Chennai,138961.64,130705.42,72737.63
2024-06-07,Kolkata,210281.53,154402.79,76299.69
2024-06-08,Mumbai,544531.91,346076.81,37058.47
2024-06-08,Bangalore,299980.58,85151.08,47739.7
2024-06-08,Delhi,527616.3,285009.23,135637.16
2024-06-08,Pune,210728.2,397336.69,64260.98
2024-06-08,Hyderabad,637865.9,187697.05,157286.2
2024-06-08,Chennai,311605.81,304771.14,22017.28
2024-06-08,Kolkata,558799.01,366493.13,116986.83
2024-06-09,Mumbai,168406.07,316951.39,113193.86
2024-06-09,Bangalore,293414.75,172078.98,147488.8
2024-06-09,Delhi,459083.56,254001.42,116338.41
2024-06-09,Pune,359106.48,411906.38,88354.26
2024-06-09,Hyderabad,316341.65,181211.8,91316.0
2024-06-09,Chennai,548493.68,298350.98,29190.19
2024-06-09,Kolkata,549826.34,231792.29,124316.32
2024-06-10,Mumbai,510919.85,357058.94,53443.62
2024-06-10,Bangalore,460213.85,253694.75,145215.68
2024-06-10,Delhi,338085.25,114706.81,151527.09
2024-06-10,Pune,398239.83,103333.5,26371.43
2024-06-10,Hyderabad,613276.89,213151.36,142642.59
2024-06-10,Chennai,292172.95,238162.09,84244.49
2024-06-10,Kolkata,227679.47,239735.84,21166.22
2024-06-11,Mumbai,492991.81,163539.68,36303.13
2024-06-11,Bangalore,544418.79,97325.81,53680.08
2024-06-11,Delhi,409135.52,342368.16,96579.54
2024-06-11,Pune,135430.68,209106.17,26916.51
2024-06-11,Hyderabad,404936.3,414380.75,114274.52
2024-06-11,Chennai,554019.38,371490.48,73694.65
2024-06-11,Kolkata,139405.57,227608.87,131531.93
2024-06-12,Mumbai,604628.61,304207.31,157256.5
2024-06-12,Bangalore,206593.76,258576.19,77579.16
2024-06-12,Delhi,413704.89,127914.02,93220.9
2024-06-12,Pune,510360.27,390550.46,25283.69
2024-06-12,Hyderabad,642481.26,400923.19,88511.78
2024-06-12,Chennai,162055.13,318263.67,101811.46
2024-06-12,Kolkata,205282.74,204052.43,29244.52
2024-06-13,Mumbai,320396.08,99416.81,91274.39
2024-06-13,Bangalore,578782.49,135933.71,118327.48
2024-06-13,Delhi,170164.17,300369.65,146737.63
2024-06-13,Pune,350732.55,88089.07,81032.45
2024-06-13,Hyderabad,124176.26,196964.37,26065.04
2024-06-13,Chennai,285286.65,413712.19,28092.43
2024-06-13,Kolkata,431718.53,118943.81,61236.48
2024-06-14,Mumbai,400728.12,264179.4,57048.27
2024-06-14,Bangalore,648421.41,218373.58,101813.12
2024-06-14,Delhi,304320.57,410459.28,47291.61
2024-06-14,Pune,520988.08,348999.05,76061.73
2024-06-14,Hyderabad,388550.01,167418.93,97763.97
2024-06-14,Chennai,210812.19,298203.12,82242.51
2024-06-14,Kolkata,136597.8,331185.92,71320.73
2024-06-15,Mumbai,319574.06,305989.65,150889.08
2024-06-15,Bangalore,629572.08,117728.21,95415.58
2024-06-15,Delhi,164167.93,221181.4,159678.64
2024-06-15,Pune,210852.56,199929.67,146400.42
2024-06-15,Hyderabad,123538.87,82363.2,29051.15
2024-06-15,Chennai,647082.88,346131.07,24292.51
2024-06-15,Kolkata,611276.84,198360.75,117494.92
2024-06-16,Mumbai,145940.37,300312.19,159769.25
2024-06-16,Bangalore,444875.02,382418.07,22992.2
2024-06-16,Delhi,537382.14,111273.79,41289.33
2024-06-16,Pune,525752.95,312587.08,25062.37
2024-06-16,Hyderabad,206781.36,129690.3,109170.93
2024-06-16,Chennai,403251.02,186793.01,139537.98
2024-06-16,Kolkata,166419.09,261496.3,72846.19
2024-06-17,Mumbai,610650.96,280668.26,155074.59
2024-06-17,Bangalore,448293.58,324529.64,82191.02
2024-06-17,Delhi,555745.49,291063.97,36904.08
2024-06-17,Pune,391676.09,398703.57,95312.57
2024-06-17,Hyderabad,627817.43,321759.11,157954.46
2024-06-17,Chennai,319225.32,110634.12,66130.95
2024-06-17,Kolkata,211326.17,346979.27,55116.26
2024-06-18,Mumbai,257311.05,338674.62,118446.1
2024-06-18,Bangalore,323301.39,159538.17,71058.26
2024-06-18,Delhi,397312.82,391189.04,69208.45
2024-06-18,Pune,441518.32,416330.61,152433.28
2024-06-18,Hyderabad,570991.77,251159.73,113241.5
2024-06-18,Chennai,353849.01,325789.36,115569.36
2024-06-18,Kolkata,216433.14,239815.43,39645.74
2024-06-19,Mumbai,438695.55,259653.02,80587.42
2024-06-19,Bangalore,326115.9,166903.92,121638.75
2024-06-19,Delhi,262267.19,394693.81,77790.82
2024-06-19,Pune,227141.79,261738.08,91310.91
2024-06-19,Hyderabad,441611.21,314768.45,58116.66
2024-06-19,Chennai,410741.38,404658.6,138677.71
2024-06-19,Kolkata,295077.18,168417.12,85984.53
2024-06-20,Mumbai,520668.51,225817.08,126106.45
2024-06-20,Bangalore,420573.57,232549.96,46249.7
2024-06-20,Delhi,366844.66,370809.42,62523.67
2024-06-20,Pune,369314.19,156914.24,149592.59
2024-06-20,Hyderabad,137190.19,110866.14,90335.07
2024-06-20,Chennai,169828.21,212657.48,123797.7
2024-06-20,Kolkata,323751.24,217109.59,38571.35
2024-06-21,Mumbai,340096.49,143883.39,100121.42
2024-06-21,Bangalore,534313.06,145741.94,64754.35
2024-06-21,Delhi,124050.59,82532.24,18321.48
2024-06-21,Pune,235353.11,337278.15,112054.13
2024-06-21,Hyderabad,305468.46,91882.12,18989.42
2024-06-21,Chennai,401247.95,325925.76,144145.37
2024-06-21,Kolkata,254498.79,398951.61,100437.97
2024-06-22,Mumbai,211906.67,196230.38,29989.77
2024-06-22,Bangalore,590244.35,231778.91,122008.29
2024-06-22,Delhi,475398.07,410096.96,148611.53
2024-06-22,Pune,466116.31,351668.54,87034.31
2024-06-22,Hyderabad,359860.29,167984.72,62338.91
2024-06-22,Chennai,400365.69,218332.72,27600.29
2024-06-22,Kolkata,154494.22,139812.08,75698.04
2024-06-23,Mumbai,521638.57,291052.97,114207.44
2024-06-23,Bangalore,626714.98,169572.07,74516.77
2024-06-23,Delhi,195759.36,353361.91,56490.63
2024-06-23,Pune,537066.85,200017.59,53935.41
2024-06-23,Hyderabad,544805.34,320759.56,159694.05
2024-06-23,Chennai,279630.79,194478.36,83200.03
2024-06-23,Kolkata,187620.7,302322.71,158693.68
2024-06-24,Mumbai,596819.98,149941.05,40004.75
2024-06-24,Bangalore,427492.49,95676.45,77415.27
2024-06-24,Delhi,377637.58,252551.82,50712.92
2024-06-24,Pune,570189.29,187668.67,114857.34
2024-06-24,Hyderabad,471267.87,150816.12,83595.68
2024-06-24,Chennai,121645.34,215799.89,97429.21
2024-06-24,Kolkata,457287.64,303341.72,86147.26
2024-06-25,Mumbai,336515.42,227128.43,100226.43
2024-06-25,Bangalore,543388.74,356380.5,111131.02
2024-06-25,Delhi,339435.18,170712.45,69250.2
2024-06-25,Pune,182456.85,296586.81,39430.93
2024-06-25,Hyderabad,130619.24,150616.87,31751.36
2024-06-25,Chennai,282181.46,211839.95,124005.4
2024-06-25,Kolkata,581733.84,93660.6,91844.68
2024-06-26,Mumbai,624726.13,110558.25,124817.09
2024-06-26,Bangalore,372566.66,341949.28,51832.1
2024-06-26,Delhi,578562.19,343951.8,157075.67
2024-06-26,Pune,442021.96,252690.32,78619.72
2024-06-26,Hyderabad,335321.16,156165.86,80842.08
2024-06-26,Chennai,232537.88,371297.33,70281.0
2024-06-26,Kolkata,329616.99,92617.6,77152.21
2024-06-27,Mumbai,393982.59,85360.58,51381.8
2024-06-27,Bangalore,170189.81,250520.75,42220.44
2024-06-27,Delhi,635321.51,114392.42,92568.07
2024-06-27,Pune,187953.04,165809.54,130820.98
2024-06-27,Hyderabad,648329.04,292350.62,20868.59
2024-06-27,Chennai,161918.45,315179.23,71550.72
2024-06-27,Kolkata,383456.74,271389.21,126716.76
2024-06-28,Mumbai,339890.77,324782.32,69187.52
2024-06-28,Bangalore,598180.69,318881.21,102919.99
2024-06-28,Delhi,529063.87,201545.54,116648.84
2024-06-28,Pune,563010.31,240830.25,95085.34
2024-06-28,Hyderabad,536341.03,348889.91,75451.5
2024-06-28,Chennai,193791.25,83809.6,62161.87
2024-06-28,Kolkata,318197.9,160016.96,155028.51
2024-06-29,Mumbai,142640.71,95126.63,29872.75
2024-06-29,Bangalore,203704.08,137133.34,154617.04
2024-06-29,Delhi,398736.92,364767.34,24776.43
2024-06-29,Pune,569995.12,345554.77,107268.78
2024-06-29,Hyderabad,368406.7,146810.05,24087.35
2024-06-29,Chennai,281880.07,141355.17,66397.66
2024-06-29,Kolkata,278901.69,361223.63,42507.59
2024-06-30,Mumbai,138989.79,338646.07,159616.58
2024-06-30,Bangalore,272781.93,195535.77,121323.84
2024-06-30,Delhi,237881.46,156323.1,18826.34
2024-06-30,Pune,123988.92,318363.76,74689.46
2024-06-30,Hyderabad,211392.65,347665.86,87048.53
2024-06-30,Chennai,132773.12,307963.16,114624.1
2024-06-30,Kolkata,584524.56,150276.93,33680.08
2024-07-01,Mumbai,564037.32,344060.0,111384.05
2024-07-01,Bangalore,262402.82,366034.36,26494.79
2024-07-01,Delhi,228875.52,136786.44,155831.48
2024-07-01,Pune,599784.87,276848.92,108218.15
2024-07-01,Hyderabad,432070.43,342988.52,158956.39
2024-07-01,Chennai,354603.44,335736.15,150024.93
2024-07-01,Kolkata,234131.87,379759.53,22407.04
2024-07-02,Mumbai,180428.82,372157.65,17096.19
2024-07-02,Bangalore,472601.28,214964.58,110352.08
2024-07-02,Delhi,130944.59,384547.32,144578.94
2024-07-02,Pune,632593.72,113363.39,135405.41
2024-07-02,Hyderabad,358726.46,222891.85,71801.1
2024-07-02,Chennai,497136.87,320901.92,67399.92
2024-07-02,Kolkata,506586.31,209308.67,30985.94
2024-07-03,Mumbai,376990.92,285750.31,87887.23
2024-07-03,Bangalore,129398.86,309092.31,23028.44
2024-07-03,Delhi,497985.19,304503.09,28263.51
2024-07-03,Pune,571126.93,119561.52,115418.41
2024-07-03,Hyderabad,273553.44,410141.1,21994.13
2024-07-03,Chennai,293650.37,356160.53,63357.87
2024-07-03,Kolkata,351561.65,133412.25,68021.16
2024-07-04,Mumbai,439615.63,329082.47,20274.47
2024-07-04,Bangalore,442402.16,286709.75,53868.81
2024-07-04,Delhi,521254.52,159015.67,48285.9
2024-07-04,Pune,499703.27,290849.48,76828.44
2024-07-04,Hyderabad,642213.18,97903.17,138854.07
2024-07-04,Chennai,405917.35,387456.27,104942.66
2024-07-04,Kolkata,297156.94,97652.04,92755.63
2024-07-05,Mumbai,357676.58,417771.47,34433.19
2024-07-05,Bangalore,358737.09,315943.44,130781.42
2024-07-05,Delhi,342615.83,333405.53,120738.07
2024-07-05,Pune,537026.44,108247.01,120071.86
2024-07-05,Hyderabad,259998.22,390267.95,54510.95
2024-07-05,Chennai,402244.33,320726.57,120617.01
2024-07-05,Kolkata,649833.91,141168.75,110024.67
2024-07-06,Mumbai,270481.46,266682.99,61676.66
2024-07-06,Bangalore,288819.01,131144.59,57882.73
2024-07-06,Delhi,396964.03,131915.47,141263.89
2024-07-06,Pune,191735.7,110554.06,123216.84
2024-07-06,Hyderabad,314127.13,102540.5,79785.04
2024-07-06,Chennai,166056.9,213723.43,107581.77
2024-07-06,Kolkata,495143.52,374594.91,93993.58
2024-07-07,Mumbai,121060.8,400796.43,131552.61
2024-07-07,Bangalore,316576.46,348955.42,58536.88
2024-07-07,Delhi,121378.79,389547.37,89501.69
2024-07-07,Pune,163710.48,184643.23,126209.95
2024-07-07,Hyderabad,608966.95,153965.57,40774.24
2024-07-07,Chennai,232629.23,115585.21,68340.19
2024-07-07,Kolkata,406104.47,284505.0,26674.34
2024-07-08,Mumbai,484720.34,256345.25,133501.14
2024-07-08,Bangalore,134761.56,268162.22,59434.48
2024-07-08,Delhi,574161.94,97411.92,98688.71
2024-07-08,Pune,323534.2,203536.31,126873.98
2024-07-08,Hyderabad,335012.87,256415.04,21229.64
2024-07-08,Chennai,309815.78,384009.07,31286.72
2024-07-08,Kolkata,550593.49,293638.35,68103.05
2024-07-09,Mumbai,554915.27,252141.04,21241.16
2024-07-09,Bangalore,336754.1,94261.65,88634.59
2024-07-09,Delhi,333844.5,160204.19,59386.32
2024-07-09,Pune,553549.92,146805.6,23458.47
2024-07-09,Hyderabad,572591.11,214483.81,61686.6
2024-07-09,Chennai,193222.09,192101.19,147133.17
2024-07-09,Kolkata,582699.74,282460.23,156810.85
2024-07-10,Mumbai,279511.68,241974.32,71009.67
2024-07-10,Bangalore,218981.93,151485.33,24759.8
2024-07-10,Delhi,593841.8,133988.53,96370.42
2024-07-10,Pune,156744.85,244296.87,30228.01
2024-07-10,Hyderabad,559932.87,138798.34,67773.72
2024-07-10,Chennai,335890.68,169283.37,60980.41
2024-07-10,Kolkata,484852.53,285406.41,70569.34
2024-07-11,Mumbai,280190.83,353585.69,61989.76
2024-07-11,Bangalore,308728.2,297531.46,125315.05
2024-07-11,Delhi,535582.52,161407.08,107758.58
2024-07-11,Pune,608649.06,110890.84,47056.99
2024-07-11,Hyderabad,545296.29,169975.43,124430.27
2024-07-11,Chennai,198417.2,220687.42,97160.82
2024-07-11,Kolkata,284744.65,326152.11,81089.66
2024-07-12,Mumbai,305525.84,144608.99,70938.91
2024-07-12,Bangalore,580685.64,226469.47,83399.21
2024-07-12,Delhi,397656.06,95084.95,149723.0
2024-07-12,Pune,610407.2,179367.14,83819.23
2024-07-12,Hyderabad,253926.12,146031.72,77860.44
2024-07-12,Chennai,174767.49,137939.22,45938.68
2024-07-12,Kolkata,255486.14,305815.55,130144.5
2024-07-13,Mumbai,503485.1,319402.66,111611.71
2024-07-13,Bangalore,589429.77,101063.8,95268.15
2024-07-13,Delhi,323668.63,167545.27,56422.08
2024-07-13,Pune,631226.38,279355.76,60465.7
2024-07-13,Hyderabad,368288.45,163747.95,129585.37
2024-07-13,Chennai,226239.57,88953.05,111554.24
2024-07-13,Kolkata,497548.84,175921.73,94747.45
2024-07-14,Mumbai,477155.36,94077.7,56740.62
2024-07-14,Bangalore,453224.09,111912.9,82289.15
2024-07-14,Delhi,265899.15,325342.2,22378.82
2024-07-14,Pune,512034.41,235728.04,118172.61
2024-07-14,Hyderabad,281081.48,110986.09,121890.51
2024-07-14,Chennai,610314.16,231634.5,113591.92
2024-07-14,Kolkata,617276.51,116106.87,117964.33
2024-07-15,Mumbai,435345.65,223963.68,144967.18
2024-07-15,Bangalore,588184.73,381522.7,35985.22
2024-07-15,Delhi,474901.53,80337.75,121892.46
2024-07-15,Pune,345875.66,85451.2,128691.26
2024-07-15,Hyderabad,154498.65,159858.66,114468.45
2024-07-15,Chennai,505795.91,368099.58,67283.08
2024-07-15,Kolkata,542816.7,232853.63,155994.94
2024-07-16,Mumbai,547883.19,181407.13,133867.52
2024-07-16,Bangalore,312089.53,103991.8,148491.76
2024-07-16,Delhi,622809.84,291340.67,19311.19
2024-07-16,Pune,557363.49,351086.93,76432.68
2024-07-16,Hyderabad,424077.68,286865.9,107430.56
2024-07-16,Chennai,576326.1,124621.72,150028.28
2024-07-16,Kolkata,398422.44,339907.34,143209.12
2024-07-17,Mumbai,214695.21,280502.29,36057.96
2024-07-17,Bangalore,505127.62,383897.27,122355.43
2024-07-17,Delhi,590096.55,282956.08,48056.0
2024-07-17,Pune,159966.6,85518.7,113697.28
2024-07-17,Hyderabad,419536.84,237030.89,39690.21
2024-07-17,Chennai,395142.89,219499.85,149571.28
2024-07-17,Kolkata,623451.92,345989.59,63401.61
2024-07-18,Mumbai,621276.03,165735.38,23809.25
2024-07-18,Bangalore,613043.78,276737.15,132878.46
2024-07-18,Delhi,451405.21,120047.42,151738.23
2024-07-18,Pune,582896.46,195537.41,113931.29
2024-07-18,Hyderabad,213877.68,215049.46,118176.14
2024-07-18,Chennai,453329.41,201238.33,148857.56
2024-07-18,Kolkata,304637.18,225094.02,92611.55
2024-07-19,Mumbai,391870.47,335160.74,111815.49
2024-07-19,Bangalore,211655.11,93821.5,106670.41
2024-07-19,Delhi,641572.27,242033.54,69349.16
2024-07-19,Pune,422035.33,292570.41,86795.8
2024-07-19,Hyderabad,276168.41,329283.55,154623.66
2024-07-19,Chennai,456397.54,404969.89,84624.54
2024-07-19,Kolkata,152854.49,240388.74,71441.45
2024-07-20,Mumbai,250655.18,331443.12,50999.76
2024-07-20,Bangalore,577399.2,412042.33,115208.42
2024-07-20,Delhi,606772.66,375325.23,57435.77
2024-07-20,Pune,590745.95,99074.45,119426.5
2024-07-20,Hyderabad,333484.65,157765.03,104660.15
2024-07-20,Chennai,287575.0,174765.0,50095.12
2024-07-20,Kolkata,346387.68,148302.78,35576.53
2024-07-21,Mumbai,429302.92,87711.96,49215.87
2024-07-21,Bangalore,632556.25,90837.98,89337.17
2024-07-21,Delhi,421077.14,306427.4,69855.99
2024-07-21,Pune,247462.84,371360.86,106299.02
2024-07-21,Hyderabad,588376.69,151848.84,38088.77
2024-07-21,Chennai,162989.65,154524.25,115739.04
2024-07-21,Kolkata,599547.86,409515.5,32883.49
2024-07-22,Mumbai,489462.69,411766.79,38827.58
2024-07-22,Bangalore,624815.08,404173.45,107567.84
2024-07-22,Delhi,320956.41,364622.42,37339.43
2024-07-22,Pune,626661.98,243567.15,23470.73
2024-07-22,Hyderabad,601315.96,264881.56,61671.3
2024-07-22,Chennai,407865.88,176272.79,109480.04
2024-07-22,Kolkata,456626.9,155880.11,96422.19
2024-07-23,Mumbai,184825.19,386966.07,97094.82
2024-07-23,Bangalore,301841.97,401239.92,57920.8
2024-07-23,Delhi,346010.69,304524.97,35696.78
2024-07-23,Pune,257115.52,93616.77,37118.55
2024-07-23,Hyderabad,121962.3,279519.95,50679.51
2024-07-23,Chennai,385048.4,318080.77,40560.71
2024-07-23,Kolkata,194255.64,171359.94,71266.92
2024-07-24,Mumbai,640932.0,124255.48,127384.04
2024-07-24,Bangalore,412312.83,165040.69,126110.77
2024-07-24,Delhi,577349.45,316667.73,46658.6
2024-07-24,Pune,417229.96,258085.14,25502.75
2024-07-24,Hyderabad,157508.42,408495.99,151116.69
2024-07-24,Chennai,317886.19,289644.43,86545.3
2024-07-24,Kolkata,378987.16,97583.09,89928.53
2024-07-25,Mumbai,233718.96,223691.11,75720.65
2024-07-25,Bangalore,463342.69,199696.29,115985.89
2024-07-25,Delhi,421536.41,340217.02,131917.17
2024-07-25,Pune,211725.18,94931.66,126237.32
2024-07-25,Hyderabad,224226.72,312956.55,98049.81
2024-07-25,Chennai,182522.74,323148.78,133852.65
2024-07-25,Kolkata,465807.19,267813.78,159313.74
2024-07-26,Mumbai,454520.97,177717.34,157808.18
2024-07-26,Bangalore,582797.17,239654.59,83864.72
2024-07-26,Delhi,136302.87,143193.31,158022.78
2024-07-26,Pune,348269.52,222330.0,57132.97
2024-07-26,Hyderabad,197804.7,123089.42,156768.67
2024-07-26,Chennai,317395.54,90093.91,152754.06
2024-07-26,Kolkata,162660.61,362425.98,93507.68
2024-07-27,Mumbai,148456.45,305593.95,21162.52
2024-07-27,Bangalore,546898.61,165696.3,49834.09
2024-07-27,Delhi,176606.43,340466.85,46414.87
2024-07-27,Pune,533786.42,329177.53,151890.74
2024-07-27,Hyderabad,517877.72,313230.17,22740.79
2024-07-27,Chennai,293776.01,166688.13,33151.22
2024-07-27,Kolkata,434445.07,138095.55,147404.2
2024-07-28,Mumbai,230394.95,321243.13,32340.8
2024-07-28,Bangalore,388466.24,332334.12,124253.74
2024-07-28,Delhi,149003.09,96369.94,26185.24
2024-07-28,Pune,386065.14,419362.4,48288.22
2024-07-28,Hyderabad,475037.88,419785.58,150779.76
2024-07-28,Chennai,543240.48,413549.62,17029.29
2024-07-28,Kolkata,270245.27,143219.66,157732.97
2024-07-29,Mumbai,377358.5,98823.53,87768.6
2024-07-29,Bangalore,393606.35,174939.64,144271.9
2024-07-29,Delhi,211681.76,272615.83,61433.52
2024-07-29,Pune,124056.0,409093.32,102742.28
2024-07-29,Hyderabad,564562.72,232828.49,114544.64
2024-07-29,Chennai,234720.16,255274.02,115415.57
2024-07-29,Kolkata,498738.52,205927.42,98677.48
2024-07-30,Mumbai,193026.0,111343.74,82892.62
2024-07-30,Bangalore,530264.04,89601.85,137971.14
2024-07-30,Delhi,350170.65,255324.31,54735.34
2024-07-30,Pune,475764.57,90631.93,31624.21
2024-07-30,Hyderabad,333089.38,338984.5,143228.52
2024-07-30,Chennai,142201.38,151989.03,131151.41
2024-07-30,Kolkata,379296.73,372285.95,78720.26
2024-07-31,Mumbai,149931.11,391016.73,104550.13
2024-07-31,Bangalore,304778.84,415534.81,36946.47
2024-07-31,Delhi,621822.24,220664.31,149841.31
2024-07-31,Pune,609070.2,401259.69,86164.4
2024-07-31,Hyderabad,484349.89,172774.33,43542.68
2024-07-31,Chennai,515015.17,184498.72,30973.41
2024-07-31,Kolkata,175099.74,201297.39,122228.14
2024-08-01,Mumbai,367862.53,370800.25,51034.03
2024-08-01,Bangalore,131337.62,335477.32,82614.86
2024-08-01,Delhi,380743.3,345187.21,47087.02
2024-08-01,Pune,410970.34,198572.72,132914.74
2024-08-01,Hyderabad,147234.67,408476.8,103680.58
2024-08-01,Chennai,544609.51,144040.3,157264.89
2024-08-01,Kolkata,521726.33,119276.41,81674.21
2024-08-02,Mumbai,178863.33,380438.61,83143.91
2024-08-02,Bangalore,122763.72,173371.79,127068.52
2024-08-02,Delhi,382350.12,192598.64,73237.37
2024-08-02,Pune,305528.67,82359.65,37575.04
2024-08-02,Hyderabad,519478.09,248855.87,142511.58
2024-08-02,Chennai,146029.77,84747.07,141706.66
2024-08-02,Kolkata,298638.82,173575.98,35702.72
2024-08-03,Mumbai,241832.22,281998.78,87664.97
2024-08-03,Bangalore,328774.21,356074.55,54859.73
2024-08-03,Delhi,320300.42,186960.16,97168.51
2024-08-03,Pune,160203.7,216712.52,58935.6
2024-08-03,Hyderabad,140547.65,297498.34,92828.56
2024-08-03,Chennai,232175.32,222991.75,53919.15
2024-08-03,Kolkata,469087.49,89071.44,83086.06
2024-08-04,Mumbai,590185.35,108063.11,68490.96
2024-08-04,Bangalore,337972.39,322755.15,142331.59
2024-08-04,Delhi,468420.73,274525.16,50617.24
2024-08-04,Pune,487086.45,267563.18,15558.84
2024-08-04,Hyderabad,187629.57,104963.64,120098.91
