ticket_id,customer_id,issue_type,resolution_time_hrs,compensation_amount
55903,88172,Late Delivery,23.8,0
55904,67722,Wrong Item,38.1,300
55905,58772,Missing Item,30.0,100
55906,119709,Missing Item,52.6,0
55907,29029,Missing Item,37.1,50
55908,39991,Late Delivery,54.8,50
55909,60708,Late Delivery,56.6,0
55910,46748,Late Delivery,5.8,0
55911,110816,Missing Item,27.0,0
55912,106488,Wrong Item,62.4,100
55913,73922,Late Delivery,14.5,0
55914,72117,Late Delivery,28.0,100
55915,36232,Late Delivery,66.3,100
55916,103022,Late Delivery,10.8,100
55917,11598,Missing Item,43.3,0
55918,26552,Late Delivery,23.4,100
55919,40120,Late Delivery,17.2,100
55920,111983,Late Delivery,10.9,50
55921,50157,Missing Item,65.0,50
55922,100027,Late Delivery,55.6,200
55923,19112,Late Delivery,66.5,50
55924,98207,Late Delivery,62.0,300
55925,10080,Payment Issue,49.7,0
55926,28399,Late Delivery,53.5,50
55927,80994,Late Delivery,47.7,200
55928,27455,Missing Item,61.4,200
55929,20165,Late Delivery,1.1,0
55930,94556,Missing Item,69.0,50
55931,11327,Late Delivery,68.6,0
55932,73867,Late Delivery,17.9,100
55933,30084,Late Delivery,7.2,50
55934,117021,Wrong Item,66.2,50
55935,107150,Wrong Item,67.2,50
55936,21045,Wrong Item,15.8,0
55937,2812,Missing Item,11.0,50
55938,31160,Late Delivery,21.2,0
55939,49762,Late Delivery,64.2,100
55940,27251,Late Delivery,51.8,0
55941,1096,Late Delivery,3.0,0
55942,99787,Payment Issue,10.1,50
55943,24687,Late Delivery,47.7,50
55944,58814,Late Delivery,9.7,0
55945,114277,Late Delivery,26.8,200
55946,19183,Missing Item,16.2,200
55947,26241,Wrong Item,14.4,50
55948,74055,Missing Item,24.4,100
55949,99396,Late Delivery,41.4,100
55950,39370,Late Delivery,1.2,0
55951,64304,Payment Issue,29.6,50
55952,21186,Wrong Item,71.1,100
55953,74678,Late Delivery,9.6,200
55954,39960,Wrong Item,28.1,0
55955,3597,Missing Item,42.0,100
55956,97877,Wrong Item,69.2,300
55957,73441,Wrong Item,29.9,200
55958,113812,Late Delivery,17.0,0
55959,44236,Missing Item,20.0,0
55960,105548,Late Delivery,13.4,0
55961,97074,Late Delivery,54.3,0
55962,13672,Late Delivery,3.0,50
55963,44058,Wrong Item,34.0,50
55964,109912,Payment Issue,70.5,100
55965,1139,Missing Item,37.4,0
55966,99376,Late Delivery,60.2,0
55967,115645,Late Delivery,43.2,50
55968,42628,Wrong Item,64.9,100
55969,88324,Late Delivery,48.8,0
55970,89849,Wrong Item,54.9,100
55971,32424,Late Delivery,27.4,100
55972,105192,Wrong Item,24.6,200
55973,95150,Late Delivery,19.7,0
55974,35606,Late Delivery,45.1,50
55975,51372,Wrong Item,59.4,0
55976,19167,Wrong Item,45.9,0
55977,113549,Missing Item,55.5,100
55978,48434,Late Delivery,13.5,100
55979,54527,Missing Item,47.2,50
55980,104409,Wrong Item,65.4,0
55981,99980,Wrong Item,71.7,50
55982,50242,Wrong Item,34.5,100
55983,94299,Wrong Item,32.0,50
55984,63211,Late Delivery,48.5,0
55985,39829,Payment Issue,32.1,0
55986,32666,Late Delivery,9.3,100
55987,87898,Wrong Item,57.6,50
55988,28104,Late Delivery,50.7,50
55989,108856,Late Delivery,32.1,0
55990,108827,Wrong Item,29.1,0
55991,118151,Wrong Item,56.1,0
55992,23972,Late Delivery,14.1,50
55993,28861,Late Delivery,56.3,0
55994,69433,Wrong Item,29.8,200
55995,99978,Late Delivery,26.4,50
55996,112110,Late Delivery,66.7,0
55997,110619,Late Delivery,5.1,0
55998,43905,Late Delivery,40.7,200
55999,27927,Late Delivery,15.0,50
56000,118811,Late Delivery,62.6,100
56001,38808,Missing Item,43.1,0
56002,53980,Late Delivery,44.9,0
56003,113722,Late Delivery,55.1,0
56004,44796,Late Delivery,11.6,50
56005,97351,Wrong Item,14.8,0
56006,54055,Late Delivery,51.7,50
56007,15023,Late Delivery,6.3,50
56008,60345,Late Delivery,71.4,50
56009,7125,Late Delivery,21.4,100
56010,29674,Payment Issue,70.4,200
56011,25929,Late Delivery,68.4,0
56012,51345,Wrong Item,13.2,100
56013,87970,Late Delivery,42.4,50
56014,69781,Late Delivery,41.1,200
56015,7936,Late Delivery,13.6,0
56016,9434,Missing Item,43.4,0
56017,33815,Payment Issue,68.8,0
56018,25236,Missing Item,48.8,200
56019,81237,Missing Item,50.1,50
56020,68381,Wrong Item,54.1,0
56021,66397,Late Delivery,52.9,0
56022,73011,Payment Issue,23.2,0
56023,101256,Wrong Item,60.3,100
56024,19556,Payment Issue,49.4,50
56025,107603,Late Delivery,23.1,50
56026,57225,Payment Issue,34.2,50
56027,77075,Wrong Item,43.8,50
56028,26892,Late Delivery,47.8,0
56029,43332,Late Delivery,43.6,0
56030,113293,Missing Item,20.2,0
56031,102374,Wrong Item,68.8,0
56032,62699,Late Delivery,27.4,0
56033,50755,Late Delivery,66.8,50
56034,20696,Late Delivery,67.3,200
56035,35709,Late Delivery,9.9,0
56036,15443,Payment Issue,58.8,0
56037,108732,Wrong Item,9.6,0
56038,71975,Late Delivery,40.9,100
56039,49950,Late Delivery,13.9,0
56040,36140,Late Delivery,10.3,0
56041,92678,Wrong Item,21.8,100
56042,21754,Late Delivery,63.8,100
56043,54930,Missing Item,41.5,50
56044,72879,Payment Issue,42.9,0
56045,8423,Late Delivery,13.3,0
56046,65075,Late Delivery,4.1,0
56047,116213,Missing Item,37.8,0
56048,4890,Missing Item,21.8,0
56049,6094,Missing Item,53.0,100
56050,94959,Missing Item,24.9,0
56051,101049,Payment Issue,26.7,200
56052,62365,Late Delivery,16.0,0
56053,73048,Wrong Item,16.5,100
56054,22757,Wrong Item,15.5,0
56055,97369,Missing Item,25.6,300
56056,68891,Late Delivery,65.0,0
56057,79918,Wrong Item,43.1,0
56058,92493,Late Delivery,14.3,0
56059,10347,Missing Item,21.4,50
56060,98040,Wrong Item,56.7,50
56061,55938,Late Delivery,70.5,200
56062,91772,Late Delivery,41.9,200
56063,45898,Late Delivery,33.7,100
56064,25935,Wrong Item,56.3,200
56065,16599,Late Delivery,45.5,50
56066,27570,Late Delivery,35.7,100
56067,81270,Late Delivery,45.9,50
56068,100371,Wrong Item,67.4,200
56069,41048,Missing Item,44.3,0
56070,92587,Missing Item,34.0,0
56071,22887,Late Delivery,19.1,50
56072,72486,Late Delivery,46.0,50
56073,99327,Missing Item,14.0,0
56074,9076,Late Delivery,28.1,50
56075,41767,Missing Item,64.1,0
56076,97038,Late Delivery,13.7,100
56077,100344,Missing Item,11.1,0
56078,97817,Missing Item,9.1,0
56079,66098,Wrong Item,12.1,0
56080,38110,Missing Item,57.5,50
56081,92965,Missing Item,12.6,0
56082,92179,Late Delivery,12.7,100
56083,88072,Late Delivery,55.2,0
56084,112819,Late Delivery,7.8,50
56085,17122,Payment Issue,68.3,0
56086,13830,Late Delivery,31.4,0
56087,93893,Late Delivery,57.9,0
56088,81089,Payment Issue,59.2,100
56089,89999,Late Delivery,71.0,100
56090,105456,Wrong Item,66.4,100
56091,10439,Wrong Item,35.1,50
56092,106290,Payment Issue,48.8,0
56093,109583,Wrong Item,33.0,300
56094,46538,Missing Item,36.4,100
56095,104111,Missing Item,41.5,0
56096,69703,Wrong Item,26.6,50
56097,18313,Wrong Item,71.8,100
56098,99671,Wrong Item,1.4,100
56099,4425,Wrong Item,55.2,100
56100,39435,Wrong Item,25.4,100
56101,75450,Wrong Item,3.4,0
56102,64364,Missing Item,31.0,50
56103,107826,Missing Item,2.3,0
56104,15542,Wrong Item,65.0,100
56105,105056,Payment Issue,59.5,300
56106,16291,Late Delivery,28.1,0
56107,35845,Late Delivery,65.0,300
56108,31018,Payment Issue,29.0,50
56109,32348,Late Delivery,30.6,0
56110,63070,Wrong Item,17.5,0
56111,46763,Late Delivery,43.0,0
56112,53387,Late Delivery,69.8,200
56113,85902,Late Delivery,51.8,50
56114,14242,Wrong Item,43.7,0
56115,85098,Wrong Item,44.6,300
56116,111849,Late Delivery,32.0,50
56117,6493,Wrong Item,57.7,0
56118,107384,Late Delivery,44.8,50
56119,99293,Missing Item,6.1,300
56120,39317,Late Delivery,1.0,50
56121,28723,Late Delivery,42.6,50
56122,1620,Missing Item,33.5,0
56123,64082,Late Delivery,40.0,100
56124,61375,Payment Issue,45.7,50
56125,29359,Missing Item,11.3,0
56126,100995,Payment Issue,58.8,50
56127,92009,Missing Item,67.7,0
56128,7468,Wrong Item,33.6,50
56129,90047,Late Delivery,41.5,0
56130,101382,Wrong Item,71.3,0
56131,108036,Late Delivery,23.2,0
56132,50901,Missing Item,28.0,200
56133,78798,Wrong Item,56.0,200
56134,114005,Late Delivery,27.4,50
56135,1377,Wrong Item,48.5,100
56136,47521,Missing Item,18.7,200
56137,6850,Late Delivery,49.4,0
56138,39597,Late Delivery,62.1,0
56139,86719,Wrong Item,30.4,0
56140,39554,Missing Item,47.8,0
56141,16245,Missing Item,19.6,0
56142,168,Late Delivery,26.7,50
56143,63513,Missing Item,27.7,200
56144,89440,Wrong Item,42.8,50
56145,54258,Missing Item,33.0,0
56146,93359,Missing Item,36.9,0
56147,77981,Late Delivery,41.2,0
56148,80963,Late Delivery,48.8,200
56149,83016,Late Delivery,57.1,200
56150,10980,Late Delivery,39.5,0
56151,47619,Missing Item,53.4,50
56152,16767,Late Delivery,24.6,100
56153,25437,Missing Item,21.6,0
56154,48643,Late Delivery,51.9,50
56155,31047,Late Delivery,29.2,100
56156,104474,Late Delivery,9.1,0
56157,35275,Late Delivery,33.6,300
56158,5343,Wrong Item,22.0,0
56159,107429,Late Delivery,13.4,0
56160,67922,Late Delivery,30.3,0
56161,81443,Missing Item,23.6,0
56162,101544,Payment Issue,1.3,50
56163,100786,Payment Issue,58.8,50
56164,107163,Missing Item,0.9,100
56165,26984,Late Delivery,25.5,50
56166,19192,Late Delivery,47.6,200
56167,52222,Late Delivery,28.7,0
56168,59781,Late Delivery,71.0,0
56169,114885,Late Delivery,41.0,0
56170,116690,Late Delivery,40.8,0
56171,14186,Payment Issue,60.7,200
56172,83444,Late Delivery,48.2,0
56173,32709,Missing Item,18.4,100
56174,6935,Missing Item,66.0,50
56175,67280,Payment Issue,19.3,0
56176,66470,Wrong Item,36.1,0
56177,68060,Payment Issue,24.8,0
56178,119459,Late Delivery,50.3,300
56179,73689,Late Delivery,67.7,0
56180,51473,Late Delivery,14.0,0
56181,89336,Late Delivery,30.9,50
56182,48362,Late Delivery,14.1,300
56183,25484,Missing Item,2.8,0
56184,106752,Missing Item,1.7,200
56185,91590,Late Delivery,20.0,0
56186,18457,Late Delivery,38.1,0
56187,101523,Missing Item,5.0,0
56188,105336,Wrong Item,35.4,100
56189,8497,Missing Item,22.9,0
56190,51641,Late Delivery,43.9,50
56191,51523,Late Delivery,63.3,0
56192,29709,Missing Item,71.4,0
56193,52654,Wrong Item,9.2,0
56194,38100,Payment Issue,6.7,0
56195,16423,Late Delivery,30.6,100
56196,102980,Late Delivery,33.8,0
56197,104102,Missing Item,71.4,100
56198,117597,Late Delivery,13.1,50
56199,14007,Late Delivery,45.0,0
56200,114235,Payment Issue,14.2,50
56201,104338,Payment Issue,64.6,0
56202,116886,Wrong Item,69.9,100
56203,102850,Missing Item,5.0,100
56204,4985,Late Delivery,15.4,0
56205,67767,Wrong Item,51.0,0
56206,2921,Late Delivery,23.5,100
56207,48083,Wrong Item,35.2,300
56208,660,Wrong Item,6.7,0
56209,99126,Late Delivery,16.6,0
56210,81154,Late Delivery,69.6,200
56211,103115,Wrong Item,66.5,0
56212,96579,Late Delivery,32.1,0
56213,48192,Payment Issue,31.8,300
56214,34280,Late Delivery,40.0,200
56215,25044,Late Delivery,63.4,0
56216,83427,Wrong Item,65.4,100
56217,25129,Payment Issue,34.6,100
56218,54276,Late Delivery,31.1,0
56219,43738,Wrong Item,26.6,200
56220,22474,Late Delivery,17.0,200
56221,35329,Payment Issue,10.7,0
56222,31488,Late Delivery,64.0,50
56223,77960,Late Delivery,47.7,0
56224,81034,Late Delivery,8.8,0
56225,61203,Late Delivery,38.5,50
56226,1255,Late Delivery,62.0,0
56227,53676,Payment Issue,69.9,100
56228,62744,Wrong Item,22.6,0
56229,102723,Wrong Item,35.9,50
56230,12648,Wrong Item,42.9,0
56231,79742,Late Delivery,15.8,0
56232,1156,Wrong Item,49.6,300
56233,89224,Late Delivery,10.8,50
56234,427,Wrong Item,36.7,50
56235,17940,Wrong Item,8.9,100
56236,113806,Late Delivery,19.2,0
56237,81028,Wrong Item,50.9,50
56238,4564,Wrong Item,31.3,50
56239,67626,Late Delivery,34.7,100
56240,13167,Payment Issue,22.4,0
56241,44277,Wrong Item,15.7,0
56242,8179,Payment Issue,12.2,50
56243,63485,Payment Issue,38.1,0
56244,104397,Late Delivery,17.9,0
56245,117210,Late Delivery,14.1,0
56246,8667,Late Delivery,33.7,0
56247,11655,Late Delivery,10.7,0
56248,28425,Missing Item,66.4,0
56249,74186,Wrong Item,24.8,0
56250,30162,Wrong Item,60.5,100
56251,50955,Missing Item,51.6,0
56252,90374,Payment Issue,52.0,100
56253,109777,Missing Item,54.7,200
56254,7556,Payment Issue,68.6,0
56255,106631,Missing Item,62.1,100
56256,69309,Wrong Item,14.1,0
56257,97294,Late Delivery,1.1,200
56258,81180,Late Delivery,4.6,0
56259,20524,Wrong Item,15.0,0
56260,66877,Late Delivery,8.9,100
56261,116937,Missing Item,30.6,0
56262,86539,Late Delivery,59.7,0
56263,92995,Payment Issue,43.5,0
56264,108917,Late Delivery,66.8,0
56265,51928,Missing Item,44.6,0
56266,51263,Late Delivery,20.1,0
56267,22722,Wrong Item,17.3,0
56268,55263,Wrong Item,56.3,0
56269,80860,Missing Item,4.0,100
56270,21316,Late Delivery,38.6,100
56271,105221,Late Delivery,33.3,300
56272,34837,Wrong Item,4.2,0
56273,6945,Payment Issue,0.6,0
56274,65725,Late Delivery,66.1,200
56275,54490,Late Delivery,69.9,100
56276,94013,Missing Item,45.6,100
56277,95626,Missing Item,17.3,100
56278,92913,Missing Item,55.0,200
56279,28857,Late Delivery,60.2,0
56280,33648,Wrong Item,66.1,0
56281,101119,Wrong Item,33.9,200
56282,112266,Late Delivery,67.7,0
56283,112106,Missing Item,50.4,0
56284,119956,Late Delivery,15.5,50
56285,48719,Late Delivery,40.9,50
56286,51535,Late Delivery,44.3,0
56287,88993,Late Delivery,27.6,300
56288,94144,Missing Item,26.6,50
56289,111716,Missing Item,68.0,50
56290,26020,Late Delivery,17.0,100
56291,19711,Late Delivery,51.9,0
56292,50913,Payment Issue,71.8,100
56293,86679,Late Delivery,54.0,100
56294,48518,Late Delivery,71.0,200
56295,44316,Late Delivery,65.9,0
56296,95694,Wrong Item,12.9,0
56297,16731,Missing Item,5.1,0
56298,71392,Wrong Item,21.2,0
56299,49094,Wrong Item,10.6,200
56300,53835,Wrong Item,56.9,50
56301,37967,Wrong Item,70.6,0
56302,112476,Wrong Item,50.8,0
56303,31714,Wrong Item,62.6,0
56304,20597,Wrong Item,60.2,0
56305,96156,Late Delivery,37.4,300
56306,53165,Late Delivery,28.4,50
56307,76850,Missing Item,49.3,50
56308,95751,Late Delivery,39.2,100
56309,93380,Payment Issue,31.1,0
56310,31536,Missing Item,9.7,200
56311,70561,Missing Item,33.0,0
56312,3553,Late Delivery,61.9,300
56313,61165,Payment Issue,17.5,0
56314,40534,Wrong Item,68.8,0
56315,62350,Wrong Item,58.4,0
56316,23145,Late Delivery,53.8,0
56317,60833,Late Delivery,25.5,100
56318,88608,Wrong Item,8.2,0
56319,23878,Wrong Item,3.1,100
56320,102872,Late Delivery,17.3,0
56321,14487,Late Delivery,54.4,50
56322,8455,Wrong Item,55.9,50
56323,12881,Missing Item,24.9,50
56324,79041,Missing Item,41.2,0
56325,102283,Missing Item,48.0,0
56326,33782,Late Delivery,25.7,50
56327,90408,Late Delivery,14.5,0
56328,82344,Late Delivery,6.5,0
56329,32145,Late Delivery,26.1,0
56330,62524,Late Delivery,6.5,200
56331,101360,Payment Issue,39.0,200
56332,80352,Wrong Item,60.9,0
56333,75754,Late Delivery,59.9,100
56334,74238,Late Delivery,52.3,50
56335,48585,Payment Issue,54.0,50
56336,118299,Late Delivery,0.7,50
56337,48022,Late Delivery,51.2,50
56338,65789,Missing Item,64.6,50
56339,104634,Late Delivery,64.9,100
56340,102104,Wrong Item,34.4,200
56341,110090,Missing Item,26.6,50
56342,81811,Wrong Item,51.7,0
56343,115324,Missing Item,50.8,100
56344,65132,Wrong Item,17.7,0
56345,10515,Late Delivery,42.4,0
56346,43690,Missing Item,69.5,0
56347,106631,Missing Item,47.1,0
56348,12590,Wrong Item,70.1,0
56349,98396,Missing Item,13.1,100
56350,93726,Late Delivery,35.7,0
56351,64819,Late Delivery,25.3,0
56352,94342,Late Delivery,67.7,50
56353,40264,Payment Issue,19.5,100
56354,7477,Late Delivery,12.3,0
56355,76551,Missing Item,55.5,0
56356,8348,Wrong Item,61.3,50
56357,89923,Late Delivery,34.5,0
56358,6469,Late Delivery,56.0,50
56359,62261,Late Delivery,36.8,200
56360,77010,Wrong Item,30.2,0
56361,10755,Late Delivery,40.5,0
56362,1652,Late Delivery,14.0,200
56363,112694,Missing Item,57.6,0
56364,108299,Missing Item,48.4,0
56365,108532,Payment Issue,44.3,100
56366,10060,Late Delivery,23.6,0
56367,101120,Wrong Item,41.5,50
56368,44013,Missing Item,62.0,50
56369,86102,Late Delivery,42.1,50
56370,104333,Wrong Item,28.3,0
56371,100407,Late Delivery,33.0,100
56372,96853,Missing Item,23.4,0
56373,2210,Late Delivery,48.8,0
56374,79724,Late Delivery,8.1,100
56375,105747,Missing Item,31.7,100
56376,56719,Late Delivery,36.1,0
56377,108650,Wrong Item,45.2,50
56378,62258,Wrong Item,27.2,0
56379,103419,Missing Item,33.6,0
56380,51357,Late Delivery,12.3,200
56381,114114,Late Delivery,12.9,300
56382,111612,Late Delivery,55.6,0
56383,46356,Missing Item,25.7,50
56384,109324,Late Delivery,31.6,0
56385,91020,Wrong Item,39.9,100
56386,91792,Late Delivery,6.2,0
56387,115033,Wrong Item,23.5,0
56388,61566,Late Delivery,50.7,0
56389,95049,Late Delivery,48.6,50
56390,34031,Late Delivery,22.3,200
56391,67416,Payment Issue,34.4,0
56392,45141,Late Delivery,43.3,50
56393,99002,Wrong Item,2.1,50
56394,63546,Missing Item,50.3,0
56395,64275,Missing Item,71.8,0
56396,67631,Late Delivery,56.5,0
56397,52311,Missing Item,11.0,50
56398,7469,Payment Issue,29.4,0
56399,67948,Wrong Item,21.3,0
56400,37047,Wrong Item,71.3,0
56401,3730,Wrong Item,61.2,0
56402,74506,Missing Item,12.5,0
56403,22460,Late Delivery,63.5,100
56404,21273,Wrong Item,56.3,0
56405,54165,Late Delivery,59.8,50
56406,60816,Wrong Item,28.0,50
56407,87083,Late Delivery,4.8,0
56408,115810,Late Delivery,59.9,0
56409,92019,Late Delivery,68.0,0
56410,33138,Late Delivery,32.2,0
56411,89764,Late Delivery,8.8,100
56412,92448,Late Delivery,35.4,50
56413,25064,Late Delivery,18.3,100
56414,9569,Late Delivery,1.0,0
56415,109743,Wrong Item,54.1,0
56416,50575,Missing Item,64.0,50
56417,67904,Wrong Item,70.4,0
56418,5084,Late Delivery,25.7,0
56419,25608,Wrong Item,59.6,50
56420,99413,Missing Item,55.4,100
56421,47891,Wrong Item,9.8,0
56422,108713,Missing Item,51.5,300
56423,28886,Late Delivery,9.8,0
56424,3046,Missing Item,26.9,0
56425,118722,Payment Issue,60.8,50
56426,54816,Missing Item,14.9,200
56427,10568,Payment Issue,36.8,50
56428,29588,Wrong Item,71.7,0
56429,23180,Late Delivery,8.1,0
56430,77899,Late Delivery,22.8,0
56431,115847,Payment Issue,20.8,200
56432,64926,Late Delivery,28.3,100
56433,32322,Late Delivery,71.4,0
56434,87594,Late Delivery,12.8,300
56435,43949,Late Delivery,50.5,100
56436,34534,Missing Item,21.0,50
56437,54238,Wrong Item,49.7,0
56438,34152,Wrong Item,12.5,0
56439,115236,Wrong Item,71.5,0
56440,100889,Late Delivery,1.9,0
56441,29231,Late Delivery,55.5,50
56442,63842,Wrong Item,51.1,0
56443,118827,Late Delivery,11.5,50
56444,93188,Missing Item,53.2,0
56445,106811,Late Delivery,11.6,50
56446,102363,Missing Item,33.2,200
56447,49405,Missing Item,41.6,0
56448,31350,Wrong Item,68.9,0
56449,87453,Wrong Item,27.3,0
56450,58626,Late Delivery,22.0,100
56451,100880,Wrong Item,63.0,0
56452,70473,Missing Item,24.2,0
56453,13387,Wrong Item,20.5,200
56454,96045,Late Delivery,64.6,50
56455,115591,Missing Item,10.7,50
56456,102124,Missing Item,52.0,50
56457,45504,Late Delivery,38.4,0
56458,39649,Late Delivery,69.7,200
56459,2283,Late Delivery,36.8,100
56460,52765,Missing Item,39.0,0
56461,84108,Late Delivery,15.4,100
56462,77738,Missing Item,6.0,50
56463,57010,Wrong Item,20.7,0
56464,53175,Wrong Item,15.2,200
56465,1960,Missing Item,6.0,200
56466,70352,Late Delivery,1.4,50
56467,109430,Wrong Item,70.7,0
56468,18839,Late Delivery,18.0,0
56469,74709,Missing Item,70.0,0
56470,76745,Late Delivery,30.3,50
56471,19509,Wrong Item,43.7,0
56472,21225,Late Delivery,25.1,100
56473,58605,Wrong Item,59.5,0
56474,15850,Wrong Item,6.6,0
56475,615,Wrong Item,53.2,100
56476,51731,Wrong Item,31.4,0
56477,98106,Wrong Item,70.3,100
56478,91190,Missing Item,39.7,50
56479,20763,Late Delivery,39.3,0
56480,13054,Payment Issue,69.4,0
56481,107988,Missing Item,40.3,100
56482,54404,Payment Issue,7.2,100
56483,53719,Late Delivery,70.0,100
56484,66965,Wrong Item,24.7,50
56485,105878,Late Delivery,28.5,50
56486,18057,Late Delivery,3.2,0
56487,36868,Late Delivery,36.0,0
56488,8487,Late Delivery,24.9,0
56489,8154,Missing Item,64.5,0
56490,40836,Late Delivery,3.7,0
56491,21770,Late Delivery,46.6,0
56492,99287,Wrong Item,58.2,0
56493,40485,Missing Item,37.6,200
56494,73624,Late Delivery,8.9,0
56495,7050,Late Delivery,15.3,100
56496,72049,Late Delivery,7.4,0
56497,48269,Wrong Item,6.5,50
56498,31455,Wrong Item,33.4,50
56499,37136,Missing Item,46.2,50
56500,2175,Late Delivery,42.7,0
56501,23492,Missing Item,8.4,0
56502,26207,Late Delivery,56.5,100
56503,82828,Wrong Item,2.7,300
56504,69325,Late Delivery,41.8,0
56505,51591,Late Delivery,16.4,200
56506,107763,Missing Item,17.3,0
56507,79415,Late Delivery,30.4,0
56508,106347,Missing Item,66.7,100
56509,8320,Wrong Item,61.8,100
56510,69476,Missing Item,29.1,100
56511,75996,Wrong Item,41.8,50
56512,69691,Late Delivery,65.7,0
56513,92387,Wrong Item,50.4,0
56514,72381,Late Delivery,18.5,0
56515,18879,Late Delivery,39.8,100
56516,13129,Wrong Item,71.1,200
56517,76154,Late Delivery,61.4,0
56518,114022,Late Delivery,56.9,0
56519,45213,Wrong Item,21.0,300
56520,55785,Late Delivery,23.6,100
56521,41667,Wrong Item,70.7,0
56522,28828,Late Delivery,62.8,0
56523,101596,Late Delivery,7.6,0
56524,21308,Wrong Item,60.2,50
56525,50706,Wrong Item,58.9,0
56526,76291,Missing Item,5.1,0
56527,71532,Missing Item,5.7,0
56528,112943,Late Delivery,19.3,0
56529,45683,Payment Issue,14.2,0
56530,109213,Wrong Item,2.8,100
56531,18920,Late Delivery,18.4,300
56532,10046,Payment Issue,12.7,200
56533,39327,Wrong Item,58.1,50
56534,62071,Payment Issue,2.3,0
56535,14351,Late Delivery,51.1,0
56536,12053,Wrong Item,56.1,50
56537,23239,Missing Item,67.0,50
56538,72123,Payment Issue,53.0,0
56539,113577,Late Delivery,49.2,0
56540,49982,Wrong Item,39.4,100
56541,26613,Late Delivery,26.8,100
56542,41188,Missing Item,54.5,0
56543,1157,Late Delivery,1.7,50
56544,18257,Late Delivery,48.9,100
56545,119340,Wrong Item,47.5,200
56546,44543,Payment Issue,18.1,0
56547,20390,Late Delivery,39.1,200
56548,41619,Payment Issue,65.7,0
56549,35130,Wrong Item,49.7,100
56550,71959,Missing Item,32.0,0
56551,111424,Missing Item,36.5,0
56552,118648,Missing Item,13.4,50
56553,80222,Wrong Item,16.8,0
56554,60875,Late Delivery,58.7,0
56555,3035,Wrong Item,16.0,0
56556,90274,Late Delivery,25.2,200
56557,56498,Missing Item,28.4,0
56558,95469,Late Delivery,26.2,0
56559,66165,Late Delivery,51.6,100
56560,108017,Missing Item,30.1,0
56561,70469,Late Delivery,64.6,100
56562,106381,Late Delivery,0.7,0
56563,18427,Late Delivery,19.7,0
56564,41266,Payment Issue,15.0,100
56565,22293,Missing Item,54.4,0
56566,113402,Payment Issue,10.8,50
56567,73769,Payment Issue,6.6,100
56568,23207,Wrong Item,24.3,0
56569,51899,Payment Issue,9.3,100
56570,83896,Missing Item,22.4,50
56571,55831,Payment Issue,58.0,0
56572,77255,Missing Item,71.3,100
56573,31174,Late Delivery,30.7,50
56574,63975,Payment Issue,9.1,0
56575,44289,Wrong Item,21.8,0
56576,89413,Late Delivery,6.7,0
56577,27777,Missing Item,7.8,0
56578,96859,Wrong Item,69.3,200
56579,3471,Wrong Item,56.6,0
56580,63837,Missing Item,62.4,0
56581,90494,Late Delivery,32.8,0
56582,110269,Missing Item,24.6,300
56583,38553,Wrong Item,11.2,0
56584,44516,Late Delivery,30.6,50
56585,17477,Wrong Item,39.5,300
56586,102559,Wrong Item,44.6,100
56587,19524,Wrong Item,20.3,0
56588,115046,Late Delivery,21.2,0
56589,116495,Wrong Item,53.1,0
56590,75613,Payment Issue,24.7,0
56591,35558,Late Delivery,57.8,50
56592,106580,Missing Item,11.0,100
56593,19559,Wrong Item,36.8,0
56594,63146,Wrong Item,38.9,0
56595,106130,Wrong Item,39.1,200
56596,13040,Late Delivery,4.1,0
56597,100339,Late Delivery,63.1,0
56598,36024,Wrong Item,12.2,50
56599,74990,Wrong Item,18.8,300
56600,49161,Late Delivery,25.1,0
56601,98076,Late Delivery,49.0,50
56602,51366,Missing Item,20.9,0
56603,51144,Wrong Item,33.8,0
56604,28717,Missing Item,39.6,300
56605,91859,Wrong Item,2.4,50
56606,50135,Wrong Item,12.0,0
56607,101518,Missing Item,59.0,0
56608,28332,Late Delivery,13.0,0
56609,11894,Late Delivery,65.7,0
56610,2506,Wrong Item,2.3,50
56611,73488,Late Delivery,71.8,0
56612,106530,Wrong Item,8.5,0
56613,76865,Late Delivery,23.7,50
56614,55580,Missing Item,40.3,200
56615,40125,Wrong Item,61.9,0
56616,34894,Wrong Item,1.8,100
56617,95131,Late Delivery,10.6,0
56618,95633,Missing Item,16.2,50
56619,30244,Late Delivery,44.3,50
56620,60305,Wrong Item,19.8,50
56621,77825,Payment Issue,25.4,50
56622,33601,Late Delivery,45.0,50
56623,35851,Late Delivery,39.1,0
56624,76301,Wrong Item,34.2,0
56625,111651,Missing Item,26.4,0
56626,69103,Late Delivery,21.3,0
56627,15922,Late Delivery,19.9,50
56628,68126,Missing Item,26.7,0
56629,32211,Wrong Item,39.4,0
56630,36354,Payment Issue,36.2,0
56631,63671,Late Delivery,33.5,200
56632,64237,Wrong Item,25.8,0
56633,92301,Wrong Item,49.5,50
56634,56183,Late Delivery,62.1,50
56635,45800,Missing Item,50.7,0
56636,33916,Late Delivery,36.8,0
56637,80268,Wrong Item,28.1,100
56638,26704,Late Delivery,33.1,0
56639,62407,Missing Item,57.2,100
56640,68757,Late Delivery,0.5,0
56641,90858,Late Delivery,55.8,0
56642,31798,Late Delivery,7.8,200
56643,91364,Late Delivery,65.6,100
56644,71844,Wrong Item,38.8,300
56645,86757,Wrong Item,8.3,0
